"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.4879,0.0519,0.0223,-0.6757,-0.5111,-0.513,0.5614,0.2167,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.4879,1,0.3174,0.3687,-0.6891,-0.6797,-0.6677,0.4527,0.4916,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0519,0.3174,1,0.2249,-0.1969,-0.1656,-0.2075,0.227,0.1596,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0223,0.3687,0.2249,1,-0.2311,-0.0965,-0.2633,0.0294,0.3905,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.6757,-0.6891,-0.1969,-0.2311,1,0.7184,0.778,-0.6847,-0.395,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.5111,-0.6797,-0.1656,-0.0965,0.7184,1,0.7509,-0.4127,-0.3205,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.513,-0.6677,-0.2075,-0.2633,0.778,0.7509,1,-0.4889,-0.3815,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.5614,0.4527,0.227,0.0294,-0.6847,-0.4127,-0.4889,1,0.3571,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.2167,0.4916,0.1596,0.3905,-0.395,-0.3205,-0.3815,0.3571,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.4143,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9084,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5917,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7228,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4312,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0199,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6712
