"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.982,0.1867,-0.1133,0.1555,0.3526,0.0977,0.0865,0.1877,0.0171,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.1867,0.9926,-0.3386,0.1841,-0.3971,-0.0363,-0.376,0.2505,0.373,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.1133,-0.3386,0.9962,0.1426,0.1284,0.3687,0.1769,-0.2153,-0.4986,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1555,0.1841,0.1426,0.9489,-0.0477,0.2213,-0.0738,0.455,0.1505,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.3526,-0.3971,0.1284,-0.0477,0.9987,0.3084,0.383,-0.2227,-0.1915,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0977,-0.0363,0.3687,0.2213,0.3084,0.925,0.2019,0.1227,-0.4219,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0865,-0.376,0.1769,-0.0738,0.383,0.2019,0.9038,-0.4359,-0.344,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1877,0.2505,-0.2153,0.455,-0.2227,0.1227,-0.4359,0.9805,0.2858,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0171,0.373,-0.4986,0.1505,-0.1915,-0.4219,-0.344,0.2858,0.9477,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.7349,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.0507,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.3956,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.7242,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.164,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5438,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6473,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2509,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981
