"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9898,0.3378,0.1534,0.0493,-0.1507,-0.1026,0.1845,0.0284,0.1824,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3378,0.9991,0.2421,0.0855,-0.1552,0.1079,0.0538,0.2201,0.3256,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1534,0.2421,0.9992,0.2331,-0.0762,-0.1328,-0.0334,-0.039,0.24,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0493,0.0855,0.2331,0.9972,-0.3559,-0.2347,-0.3049,0.1693,0.1604,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1507,-0.1552,-0.0762,-0.3559,0.9655,0.4816,0.4949,-0.0654,-0.2006,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1026,0.1079,-0.1328,-0.2347,0.4816,0.9767,0.3761,0.0694,-0.061,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.1845,0.0538,-0.0334,-0.3049,0.4949,0.3761,0.9921,-0.1882,-0.1548,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0284,0.2201,-0.039,0.1693,-0.0654,0.0694,-0.1882,0.9681,0.3807,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1824,0.3256,0.24,0.1604,-0.2006,-0.061,-0.1548,0.3807,0.9962,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9878,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.8209,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.8187,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.7239,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7004,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9019,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6007,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9668,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7453
