"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9798,0.5612,0.324,0.0282,-0.1929,0.0394,-0.2237,0.2392,0.1873,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.5612,0.9477,0.4106,0.0832,-0.339,0.0341,-0.1023,0.3139,0.209,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.324,0.4106,0.94,0.2937,-0.3004,-0.0968,-0.0792,0.1275,0.1795,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0282,0.0832,0.2937,0.9859,-0.2995,0.0174,0.0232,0.142,0.1702,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1929,-0.339,-0.3004,-0.2995,0.9999,0.5294,0.3366,-0.3099,-0.3079,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0394,0.0341,-0.0968,0.0174,0.5294,0.9949,0.3804,-0.0241,-0.0708,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.2237,-0.1023,-0.0792,0.0232,0.3366,0.3804,0.9712,-0.1554,-0.0808,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2392,0.3139,0.1275,0.142,-0.3099,-0.0241,-0.1554,0.9612,0.4948,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1873,0.209,0.1795,0.1702,-0.3079,-0.0708,-0.0808,0.4948,0.9743,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9762,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.6502,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.5377,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9726,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.442,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8857,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7439,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7717
