"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9966,0.3603,0.2507,-0.0803,-0.1346,-0.1567,0.1364,0.0316,0.0389,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3603,0.975,0.2215,0.016,-0.2411,-0.2025,0.0749,0.1702,0.0969,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.2507,0.2215,0.9999,0.2946,0.0358,-0.1177,0.0031,0.0346,-0.0504,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.0803,0.016,0.2946,0.9866,0.0447,0.0977,-0.0176,0.1215,-0.0974,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1346,-0.2411,0.0358,0.0447,0.9748,0.1579,0.3791,-0.2165,-0.0684,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1567,-0.2025,-0.1177,0.0977,0.1579,0.9315,0.1512,-0.202,-0.3078,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.1364,0.0749,0.0031,-0.0176,0.3791,0.1512,0.9948,-0.0949,-0.102,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0316,0.1702,0.0346,0.1215,-0.2165,-0.202,-0.0949,0.9979,0.3753,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0389,0.0969,-0.0504,-0.0974,-0.0684,-0.3078,-0.102,0.3753,0.9785,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.8687,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.9738,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.8069,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9773,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7356,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9955,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9984,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8362,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8512
