"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.3952,0.0851,-0.177,-0.1068,-0.1513,0.1575,0.0761,0.078,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3952,1,0.262,-0.0081,-0.1057,-0.0631,-0.0438,-0.1455,0.0056,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0851,0.262,1,0.2396,-0.1719,-0.3421,-0.3799,-0.0048,0.0251,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.177,-0.0081,0.2396,1,-0.0774,-0.2135,-0.3271,0.0466,0.2153,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1068,-0.1057,-0.1719,-0.0774,1,0.3748,0.296,0.0994,-0.0307,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1513,-0.0631,-0.3421,-0.2135,0.3748,1,0.5014,0.1799,-0.1157,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.1575,-0.0438,-0.3799,-0.3271,0.296,0.5014,1,0.0636,0.0593,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0761,-0.1455,-0.0048,0.0466,0.0994,0.1799,0.0636,1,0.3715,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.078,0.0056,0.0251,0.2153,-0.0307,-0.1157,0.0593,0.3715,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.8599,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.9904,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9979,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9881,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8175,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7665,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6973,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9797,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9864
