"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.3354,-0.0652,0.2485,-0.2427,-0.2004,-0.2051,0.1798,0.0433,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3354,1,0.2959,0.3874,-0.4669,-0.3629,-0.3264,0.2321,0.1817,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.0652,0.2959,1,0.5157,-0.4361,-0.3648,-0.3322,0.178,0.185,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.2485,0.3874,0.5157,1,-0.2886,-0.2662,-0.3055,0.1212,0.3631,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.2427,-0.4669,-0.4361,-0.2886,1,0.6701,0.6001,-0.3398,-0.2583,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2004,-0.3629,-0.3648,-0.2662,0.6701,1,0.5917,-0.3188,-0.1031,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.2051,-0.3264,-0.3322,-0.3055,0.6001,0.5917,1,-0.372,-0.232,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1798,0.2321,0.178,0.1212,-0.3398,-0.3188,-0.372,1,0.4738,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0433,0.1817,0.185,0.3631,-0.2583,-0.1031,-0.232,0.4738,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9972,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.8035,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.7733,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.693,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.6927,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1361,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9356,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7791,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8353
