"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9998,0.31,0.0605,5e-04,-0.1194,-0.058,0.0116,0.363,0.1512,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.31,0.9991,0.1842,0.0567,-0.2398,0.1554,0.1521,0.1699,0.1298,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0605,0.1842,0.9836,0.1714,-0.2741,-0.0933,-0.1422,-0.1089,-0.0447,0,0,0,0,0,0,0,0,0
"A_Rspctlag",5e-04,0.0567,0.1714,0.9964,-0.1616,0.0207,-0.2002,0.0678,0.2265,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1194,-0.2398,-0.2741,-0.1616,0.9927,0.5441,0.3861,-0.2563,-0.368,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.058,0.1554,-0.0933,0.0207,0.5441,0.9879,0.3661,-0.0607,-0.172,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0116,0.1521,-0.1422,-0.2002,0.3861,0.3661,0.9919,-0.2281,-0.154,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.363,0.1699,-0.1089,0.0678,-0.2563,-0.0607,-0.2281,0.9996,0.2474,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1512,0.1298,-0.0447,0.2265,-0.368,-0.172,-0.154,0.2474,0.9912,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.8565,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.9682,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9728,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9194,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5255,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8215,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7343,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9882,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9544
