"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9999,0.5006,0.2204,0.0779,-0.413,-0.2189,-0.1763,0.1047,0.2315,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.5006,0.972,0.2391,0.1778,-0.3586,-0.0129,-0.2783,0.226,0.178,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.2204,0.2391,0.9989,0.2326,-0.3433,-0.1891,-0.1201,0.1347,0.0142,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0779,0.1778,0.2326,0.9995,-0.275,-0.1075,0.0647,0.1676,0.2051,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.413,-0.3586,-0.3433,-0.275,0.9916,0.2375,0.2563,-0.3502,-0.1702,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2189,-0.0129,-0.1891,-0.1075,0.2375,0.9285,0.1408,0.0787,-0.0368,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.1763,-0.2783,-0.1201,0.0647,0.2563,0.1408,1,-0.1754,-0.0706,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1047,0.226,0.1347,0.1676,-0.3502,0.0787,-0.1754,0.9698,0.4242,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.2315,0.178,0.0142,0.2051,-0.1702,-0.0368,-0.0706,0.4242,0.8907,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.7164,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.7574,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.8701,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.8504,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7632,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8716,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6646,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8189
