"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.4314,0.0508,0.0634,-0.447,-0.3457,-0.221,0.1185,0.1192,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.4314,1,0.199,0.3976,-0.5618,-0.3086,-0.2296,0.2898,0.1816,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0508,0.199,1,0.2267,-0.1574,-0.1054,0.0028,-0.0159,0.1985,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0634,0.3976,0.2267,1,-0.4591,-0.4032,-0.0875,0.1509,0.0549,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.447,-0.5618,-0.1574,-0.4591,1,0.5492,0.5411,-0.2091,-0.1273,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.3457,-0.3086,-0.1054,-0.4032,0.5492,1,0.4017,-0.1775,-0.0216,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.221,-0.2296,0.0028,-0.0875,0.5411,0.4017,1,-0.1114,-0.2476,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1185,0.2898,-0.0159,0.1509,-0.2091,-0.1775,-0.1114,1,0.0041,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1192,0.1816,0.1985,0.0549,-0.1273,-0.0216,-0.2476,0.0041,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.8096,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.647,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.754,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.3707,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.834,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6274,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3966,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8072,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9879
