"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9726,0.3296,-0.0619,0.2364,-0.2369,-0.1949,-0.2023,0.1773,0.0417,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3296,0.9927,0.2837,0.3723,-0.4603,-0.3566,-0.3252,0.2312,0.1768,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.0619,0.2837,0.9255,0.4786,-0.4152,-0.3461,-0.3196,0.1713,0.1738,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.2364,0.3723,0.4786,0.9306,-0.2755,-0.2533,-0.2947,0.1169,0.3422,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.2369,-0.4603,-0.4152,-0.2755,0.9792,0.654,0.5939,-0.3362,-0.2497,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1949,-0.3566,-0.3461,-0.2533,0.654,0.9727,0.5835,-0.3144,-0.0993,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.2023,-0.3252,-0.3196,-0.2947,0.5939,0.5835,1,-0.372,-0.2266,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1773,0.2312,0.1713,0.1169,-0.3362,-0.3144,-0.372,0.9997,0.4628,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0417,0.1768,0.1738,0.3422,-0.2497,-0.0993,-0.2266,0.4628,0.9543,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9731,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.796,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.7713,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.6935,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.6843,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0969,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9319,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7769,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8335
