"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.5078,0.2205,0.078,-0.4148,-0.2272,-0.1764,0.1063,0.2453,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.5078,1,0.2427,0.1804,-0.3653,-0.0136,-0.2822,0.2327,0.1913,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.2205,0.2427,1,0.2328,-0.3449,-0.1964,-0.1201,0.1369,0.015,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.078,0.1804,0.2328,1,-0.2763,-0.1116,0.0647,0.1703,0.2174,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.4148,-0.3653,-0.3449,-0.2763,1,0.2475,0.2574,-0.3572,-0.1811,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2272,-0.0136,-0.1964,-0.1116,0.2475,1,0.1461,0.0829,-0.0405,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.1764,-0.2822,-0.1201,0.0647,0.2574,0.1461,1,-0.1781,-0.0748,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1063,0.2327,0.1369,0.1703,-0.3572,0.0829,-0.1781,1,0.4564,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.2453,0.1913,0.015,0.2174,-0.1811,-0.0405,-0.0748,0.4564,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.7328,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.7754,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.8924,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.8751,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7863,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8744,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6846,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8194
