"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.3842,0.0798,-0.003,-0.3361,-0.0581,-0.0409,0.1554,0.185,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3842,1,0.5095,0.1675,-0.1926,-0.418,-0.006,0.2638,0.2169,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0798,0.5095,1,0.3241,-0.0605,-0.3353,-0.2289,0.0946,0.1962,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.003,0.1675,0.3241,1,-0.3236,-0.0393,-0.0983,0.0424,0.215,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.3361,-0.1926,-0.0605,-0.3236,1,0.3489,0.3135,-0.3681,-0.3752,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0581,-0.418,-0.3353,-0.0393,0.3489,1,0.1871,-0.3166,-0.2852,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.0409,-0.006,-0.2289,-0.0983,0.3135,0.1871,1,-0.0672,-0.3959,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1554,0.2638,0.0946,0.0424,-0.3681,-0.3166,-0.0672,1,0.2653,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.185,0.2169,0.1962,0.215,-0.3752,-0.2852,-0.3959,0.2653,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9975,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.7344,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.8718,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9823,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8461,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8745,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8486,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7735,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7812
