"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.2824,0.1882,0.1184,-0.0398,-0.1739,0.0777,0.1086,0.3283,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.2824,1,0.2456,0.2171,-0.1498,-0.0701,-0.2212,0.2745,0.3151,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1882,0.2456,1,0.1633,0.0275,-0.0757,-0.1174,-0.0245,0.101,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1184,0.2171,0.1633,1,0.0221,-0.0734,-0.3009,0.1184,0.2168,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.0398,-0.1498,0.0275,0.0221,1,0.1218,0.1359,-0.0761,-0.0945,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1739,-0.0701,-0.0757,-0.0734,0.1218,1,0.0978,-0.1554,-0.0642,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0777,-0.2212,-0.1174,-0.3009,0.1359,0.0978,1,-0.1779,-0.2628,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1086,0.2745,-0.0245,0.1184,-0.0761,-0.1554,-0.1779,1,0.3078,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.3283,0.3151,0.101,0.2168,-0.0945,-0.0642,-0.2628,0.3078,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9978,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.8621,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9951,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.8785,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9821,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6708,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8887,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8585
