"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.3194,0.0399,0.1451,-0.4545,-0.2898,-0.2568,0.1578,0.1297,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3194,1,0.2312,0.3352,-0.115,-0.2164,-0.2724,0.0533,0.1365,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0399,0.2312,0.9091,0.3637,-0.2595,-0.1781,-0.4457,-0.0665,-0.1069,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1451,0.3352,0.3637,0.9967,-0.0286,-0.3832,-0.288,0.0676,0.3311,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.4545,-0.115,-0.2595,-0.0286,0.9616,0.4604,0.503,-0.2343,5e-04,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2898,-0.2164,-0.1781,-0.3832,0.4604,0.9781,0.6086,-0.1455,-0.4469,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.2568,-0.2724,-0.4457,-0.288,0.503,0.6086,0.9995,-0.1393,-0.259,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1578,0.0533,-0.0665,0.0676,-0.2343,-0.1455,-0.1393,0.9934,-0.0705,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1297,0.1365,-0.1069,0.3311,5e-04,-0.4469,-0.259,-0.0705,0.9778,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.7319,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.8734,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9031,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9322,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7229,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.205,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7706,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7624
