"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9953,0.5091,0.3276,0.1085,-0.2955,-0.2447,-0.0584,0.3372,0.2871,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.5091,0.9985,0.1582,-0.0424,-0.2374,-0.1734,-0.1286,0.2692,0.2689,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.3276,0.1582,0.9999,0.3266,0.0045,-0.2628,-0.0409,0.1689,0.19,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1085,-0.0424,0.3266,0.9666,0.1152,-0.2147,-0.114,0.1039,0.2596,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.2955,-0.2374,0.0045,0.1152,0.9798,0.2863,0.3335,-0.2266,-0.1213,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2447,-0.1734,-0.2628,-0.2147,0.2863,0.9736,0.3153,-0.2355,-0.246,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.0584,-0.1286,-0.0409,-0.114,0.3335,0.3153,0.961,-0.1601,-0.0112,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.3372,0.2692,0.1689,0.1039,-0.2266,-0.2355,-0.1601,0.998,0.3223,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.2871,0.2689,0.19,0.2596,-0.1213,-0.246,-0.0112,0.3223,0.9957,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.8762,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.492,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.784,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.8621,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.6899,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8464,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8992,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8886,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8153
