"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9701,0.2697,0.1359,0.047,-0.1836,-0.1296,-0.0925,0.0414,0.1747,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.2697,0.9929,0.1604,0.119,0.0363,0.0538,-0.0659,0.1239,0.2151,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1359,0.1604,0.9834,0.1846,0.0839,-0.0677,-0.0291,-0.1834,0.069,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.047,0.119,0.1846,0.9951,-0.0302,0.051,-0.0129,0.0764,0.0668,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1836,0.0363,0.0839,-0.0302,0.9954,0.1885,0.4273,-0.1137,-0.1268,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1296,0.0538,-0.0677,0.051,0.1885,0.9969,0.2858,-0.0187,-0.0768,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.0925,-0.0659,-0.0291,-0.0129,0.4273,0.2858,0.9956,-0.0825,-0.228,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0414,0.1239,-0.1834,0.0764,-0.1137,-0.0187,-0.0825,0.9957,0.2265,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1747,0.2151,0.069,0.0668,-0.1268,-0.0768,-0.228,0.2265,0.9994,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9078,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.9914,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9617,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.993,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9944,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9077,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7725,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998
