"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.4512,0.3806,0.2526,-0.4288,-0.317,-0.3583,0.338,0.2811,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.4512,1,0.299,0.2489,-0.2487,-0.0267,-0.2284,0.4532,0.2689,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.3806,0.299,1,0.368,-0.4511,-0.3022,-0.2743,0.1743,0.1697,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.2526,0.2489,0.368,1,-0.4833,-0.453,-0.3686,0.2428,0.3666,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.4288,-0.2487,-0.4511,-0.4833,1,0.3944,0.6155,-0.3371,-0.2494,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.317,-0.0267,-0.3022,-0.453,0.3944,1,0.5314,-0.0811,-0.4554,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.3583,-0.2284,-0.2743,-0.3686,0.6155,0.5314,1,-0.2802,-0.4467,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.338,0.4532,0.1743,0.2428,-0.3371,-0.0811,-0.2802,1,0.4854,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.2811,0.2689,0.1697,0.3666,-0.2494,-0.4554,-0.4467,0.4854,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.7529,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.5589,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.7789,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.6692,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7726,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6089,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8355,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5732
