"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.997,0.3479,0.2513,0.3344,-0.2678,-0.3346,-0.2502,0.2244,0.1994,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3479,0.9994,0.3132,0.4464,-0.3696,-0.2222,-0.1059,0.324,0.3277,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.2513,0.3132,0.999,0.4869,-0.3156,-0.2588,-0.1706,0.2064,0.2764,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.3344,0.4464,0.4869,0.9999,-0.3969,-0.2938,-0.2171,0.2205,0.215,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.2678,-0.3696,-0.3156,-0.3969,0.9947,0.7143,0.7135,-0.4408,-0.3742,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.3346,-0.2222,-0.2588,-0.2938,0.7143,0.9811,0.6852,-0.3008,-0.3746,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.2502,-0.1059,-0.1706,-0.2171,0.7135,0.6852,0.9957,-0.311,-0.3559,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2244,0.324,0.2064,0.2205,-0.4408,-0.3008,-0.311,0.9999,0.2803,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1994,0.3277,0.2764,0.215,-0.3742,-0.3746,-0.3559,0.2803,0.9894,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.986,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.7969,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9455,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.7562,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.6315,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4591,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4194,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8154
