"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.3937,9e-04,0.0393,-0.219,0.0047,0.0018,0.111,0.1823,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3937,1,0.0493,0.1389,-0.3084,-0.0135,-0.0108,0.219,0.2227,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",9e-04,0.0493,1,0.2553,-0.1916,0.0824,0.0267,0.149,0.1399,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0393,0.1389,0.2553,1,-0.0142,-0.0425,-0.0335,0.3104,0.2472,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.219,-0.3084,-0.1916,-0.0142,1,0.2749,0.2832,-0.2951,-0.191,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0047,-0.0135,0.0824,-0.0425,0.2749,1,0.1988,-0.0169,-0.0638,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0018,-0.0108,0.0267,-0.0335,0.2832,0.1988,1,-0.1933,-0.163,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.111,0.219,0.149,0.3104,-0.2951,-0.0169,-0.1933,1,0.5563,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1823,0.2227,0.1399,0.2472,-0.191,-0.0638,-0.163,0.5563,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.7048,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.9964,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9951,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9881,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8508,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9998,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9101,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705
