"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",1,0.0484,0.1334,0.2172,0.0599,0.3999,0.0398,0.3713,0.1262,0.1623,-0.2132,0.1258,-0.2599,-0.2036,0.0357,0.0791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0484,1,0.2395,0.1896,0.3923,0.1154,0.4272,0.2189,0.1489,0.0032,-0.3732,-0.1396,-0.2865,-0.1091,0.3685,0.0482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1334,0.2395,1,0.2765,0.123,0.1433,0.0316,-0.1545,0.1272,0.2045,-0.2248,-0.2714,-0.256,0.1824,0.0803,0.0736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.2172,0.1896,0.2765,1,0.2191,0.3461,0.1461,0.0402,0.0519,0.0638,-0.1018,-0.0941,-0.2797,0.1255,0.2127,0.4766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.0599,0.3923,0.123,0.2191,1,0.2515,0.2983,0.1514,0.0134,0.0374,-0.262,-0.1157,-0.2153,-0.0388,0.3885,0.2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.3999,0.1154,0.1433,0.3461,0.2515,1,0.2524,0.268,0.1708,0.2714,-0.0463,-0.0087,-0.3014,0.0379,-0.0543,0.1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0398,0.4272,0.0316,0.1461,0.2983,0.2524,1,-0.0155,0.0309,-0.0928,-0.1775,-0.0561,0.0089,-0.237,0.4389,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.3713,0.2189,-0.1545,0.0402,0.1514,0.268,-0.0155,1,0.0104,0.2798,-0.0721,0.0327,-0.1291,-0.0057,-0.0481,0.0107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.1262,0.1489,0.1272,0.0519,0.0134,0.1708,0.0309,0.0104,1,0.3034,-0.0973,-0.3044,-0.0986,0.0071,0.2459,0.1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.1623,0.0032,0.2045,0.0638,0.0374,0.2714,-0.0928,0.2798,0.3034,1,-0.0587,-0.3593,-0.29,0.184,0.0466,0.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
