"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",1,0.1248,-0.2513,-0.0397,0.2411,0.2962,0.1524,-0.2849,-0.1305,0.0528,-0.2062,-0.1232,0.1385,-0.1295,-0.0882,0.4123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1248,1,0.1986,0.371,0.1513,0.0967,0.1433,0.2315,-0.3134,0.2833,-0.0968,0.1402,0.0023,-5e-04,0.123,0.5408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.2513,0.1986,1,0.2443,-0.1327,0.0067,-0.0986,0.2034,-0.1192,0.0418,0.1283,0.1225,-0.2534,0.0887,0.4727,0.0553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",-0.0397,0.371,0.2443,1,-0.0505,0.1609,0.4265,0.3386,0.4391,0.5711,-0.3532,0.3187,-0.1843,-0.1251,0.2559,0.0857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.2411,0.1513,-0.1327,-0.0505,1,0.3801,0.1795,-0.2141,-0.0507,-0.1033,0.1637,-0.291,-0.1296,-0.177,0.0509,0.4751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2962,0.0967,0.0067,0.1609,0.3801,1,0.6818,0.0981,0.1589,0.1928,-0.4591,-0.4068,-0.0348,0.3115,0.3561,0.4144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1524,0.1433,-0.0986,0.4265,0.1795,0.6818,1,0.0592,0.3032,0.3292,-0.4078,0.0842,0.1345,0.2741,0.3273,0.1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",-0.2849,0.2315,0.2034,0.3386,-0.2141,0.0981,0.0592,1,0.0872,0.4615,-0.4477,-0.1691,-0.4041,0.0079,0.3125,0.2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.1305,-0.3134,-0.1192,0.4391,-0.0507,0.1589,0.3032,0.0872,1,0.2908,-0.2593,-0.0358,-0.0136,0.1421,0.0687,-0.2814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.0528,0.2833,0.0418,0.5711,-0.1033,0.1928,0.3292,0.4615,0.2908,1,-0.3825,0.24,0.1455,0.0929,0.1787,0.2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2062,-0.0968,0.1283,-0.3532,0.1637,-0.4591,-0.4078,-0.4477,-0.2593,-0.3825,1,0.2352,0.1775,-0.0141,-0.0248,-0.1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
