"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",1,0.0101,0.0311,0.0139,0.163,-9e-04,-0.0195,0.1238,0.2657,0.1566,-0.0487,-0.2374,-0.2551,0.1528,-0.0297,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0101,1,0.3104,0.4104,0.0145,0.0665,-0.0159,0.0396,0.2774,0.1466,-0.0898,-0.2336,-0.281,0.0802,0.3524,-0.1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0311,0.3104,1,0.2861,0.0322,0.0543,0.2656,0.1173,0.2342,0.014,-0.2597,-0.0949,-0.3213,0.079,0.1823,-0.0682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.0139,0.4104,0.2861,1,0.045,0.1369,0.1209,0.164,0.3159,0.1134,-0.3159,-0.1289,-0.1167,0.0884,0.3936,0.1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.163,0.0145,0.0322,0.045,1,0.186,0.1628,0.0096,0.1567,0.1287,0.1043,-0.1778,0.0855,-0.0962,0.0722,0.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-9e-04,0.0665,0.0543,0.1369,0.186,1,0.2548,-0.1439,0.1009,0.1342,-0.1137,-0.0735,-0.0995,-0.0605,0.1611,0.0361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.0195,-0.0159,0.2656,0.1209,0.1628,0.2548,1,-0.0365,0.041,0.0134,-0.1045,1e-04,-0.2601,-0.0998,0.3734,0.0682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.1238,0.0396,0.1173,0.164,0.0096,-0.1439,-0.0365,1,0.0931,-0.0178,0.0669,-0.2136,0.009,0.1399,0.0929,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.2657,0.2774,0.2342,0.3159,0.1567,0.1009,0.041,0.0931,1,0.176,0.0128,8e-04,-0.2194,0.0889,0.2484,0.3095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.1566,0.1466,0.014,0.1134,0.1287,0.1342,0.0134,-0.0178,0.176,1,0.0021,-0.1359,0.2332,0.0423,-0.1318,0.1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
