"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",-0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4717,0
"A_Rspct",0,-0.0864,0,0,0,0,0,0.4039,0,0,0,0,-0.6051,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3263,0,0,0,0
"A_Trust",0,0,-0.2724,0,0,0,0,0.62,0,0.4189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0.2907,0,-0.171,0.3285,0,-0.5413,0.2544,0.7441,-0.3744,-0.2384,0.2098,0.0991,0.1341,0.251,0,0,-0.2331,0,0,0,0,-0.6325,0,0,0,0,-0.2451,0,0,0.6784,0
"C_Prdctv",0,0,0,0,-0.272,0,0,0,-0.2304,0,0,0,0,0,0,0,0,0,0,0,0.6117,0,0,0,0,-0.3543,0,0,0,0,0.242
"C_Rspnbl",0,0,0,0,0,-0.472,0,0,0,0,0,0,0,0,0,0,0,0.5321,0,0,0,-0.4347,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,-0.0447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6187,0,0,0,0,0,0
"E_EnerLev",0,0,-0.2378,0,0,0,0,-0.1397,0,0.2839,0,0,0.2848,0,0,0,0,0.3459,0,0,0,0,0,0,0,0,0,0,0,-0.3928,0
"E_Scblty",0,0,0,0,0,0,0,0,0.0026,0,0,0,0,0,0,0,0,0.6036,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,-0.3169,0,0,0,0,-0.452,0,0,0,0,0,-0.5652,0,0,0,0,0,0,0,0,0,0
"N_Depr",-0.5777,0,0,0,0,0.4036,0,0,0,0,0.1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,-0.2753,0,-0.2796,0,0,0,0,0,0,0,0,0,-0.4065,0,0.4153,0,0,0,0.283,-0.3209,0,0
"O_AesSens",-0.4568,0,0,0,0,0,0,0,0,0,0,0,-0.1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0.6361,-0.5286,0,0,0,0,0,0,0,0,-0.0687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,-0.4159,0,0,0,0,0,0,0,0,0,0.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6674
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
