"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.0993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4009,-0.2437,0,0,0,0,0,0,0,0,-0.4221,0,0
"A_Rspct",0,0.0547,0,0,0,0,0,-0.3522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,-0.1543,0,0,0,0,0,0,0,0,0,0,0,0,0.3513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,-0.1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4114,0
"C_Prdctv",0,0,0,-0.2982,-0.1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5967,0.3289,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0.4843,0,0,0.0263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3295,0,0,0,0,0,0
"E_Assert",0,0,0,0,-0.2853,0,-0.0926,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2708,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,-0.0869,0,0,0,0,0,0,0,0,0,0,0.4793,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0.2826,0,0,0,0,0.1475,0,0,0,0,0,0,0,0,-0.3447,0,0.3283,0,0,0,0,0,0,-0.2419,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.2215,0,0,0,0,0,0,0,0,-0.3283,0,0,0,0,0,0,0,0,0,0,0,0.3624
"N_Depr",0,0,0,0,0,0,0,0,0,0,-0.1179,0,0,0,0,0,0,0,0,-0.3131,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,-0.5063,0,0,0,0,0,0,0,0.5287,-0.2156,0,0,0,0,0,0,0,0,-0.3105,0,0,0,0,0,0,0,0,0
"O_AesSens",0,-0.292,0,0,0,0,0,0,0,0,0,0.4093,-0.0596,0,0.3078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1778,0,0,0,0,0,0,0.4129,0,0,0,0,-0.3825,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,-0.2874,0,0,0,0,0.0371,0,0,0,0,0.2373,0,0,0,0.4829,0,0.3679,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
