"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.109,0.1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1161,0,0,0,0,0,0,0,0,0,0.0988,0,0,0.1134,0
"A_Rspct",0,0.1272,0,0,0,0,0,0,0,0,0,0,0,0,0.1291,0,0,0.1513,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0.1425,0,0.1191,0,0,0,0.1253,0,0.1324,0,0.1336,0.1257,0,0.1268,0,0.1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0.1372,0,0,0,0.1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1359,0,0,0
"C_Prdctv",0.1066,0,0,0,0.0923,0,0,0,0,0,0,0,0,0,0,0.1256,0,0,0.111,0,0.1179,0,0,0.0968,0,0,0.0977,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.1235,0,0,0,0,0,0,0,0,0,0,0,0.1197,0.1199,0,0,0,0,0,0,0,0,0,0,0.132,0
"E_Assert",0,0,0,0,0,0,0.1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0.1232,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.115,0,0,0.1118,0,0,0,0,0,0,0,0.1139,0,0,0,0,0.1074,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0.1246,0,0,0,0,0.1307,0,0,0,0,0,0,0,0,0,0,0,0.1233,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.1147,0,0,0,0,0,0,0,0,0,0,0.113,0,0,0,0,0.1102,0,0.1119,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.1319,0,0,0,0,0,0,0,0.1323,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0.1277,0,0.1244,0,0,0,0,0,0,0,0,0,0,0,0.0987,0.0985,0,0,0,0,0,0
"O_AesSens",0,0,0,0.1176,0.1168,0,0,0,0,0,0,0,0.1202,0,0,0,0.1037,0,0,0,0,0.1035,0,0,0,0,0,0,0,0,0.1144
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353,0,0,0,0,0.1702,0,0,0,0,0,0,0,0,0,0,0.1435
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
