"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",-0.1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3954,0,0,0,0,0.3867
"A_Rspct",0,-0.0707,0,-0.3251,0,-0.4813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2099,0,0
"A_Trust",0,0,-0.1852,0,0,0,0,0,0,-0.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0.1673,0,0,0,0,0.5472,0,0,0,0,-0.3492,0,0,0,0,0,0,0,0,-0.5854,0,0,0,-0.4843,0,0.397,0,0
"C_Prdctv",0,0.4307,0,0,-0.4092,0,0,0,0,-0.3432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2433,0,0,0
"C_Rspnbl",0,0,0,0,0,0.164,0,0,0,0,0,0,0,0,0,0.4376,0.2809,0,-0.3246,0.29,0,0,0,-0.3417,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.0061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3206,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,-0.3582,0,-0.0364,0,0,0.3454,-0.2865,0,0,0,0,0,0,0.7505,0,0,0,0,0.229,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0.2957,0,0,0,-0.0626,0,0,0,-0.2668,0,-0.3347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0.2769,0,0,0,0,0,0,0.1197,0.3939,0,0,0,0,0,0.3452,0,0,0,0,0,0,0,0,0,0,0,0.2539,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0.4875,0.6822,0,0.1109,0,0,0,0,0,0,0,0,0,0,0,-0.8226,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0.2611,0.3404,-0.1249,0,0,0,0,0,0,0,-0.4583,0,0,0,-0.2712,0,0,0,0,0,0.2175,0
"O_AesSens",0,0,0,0,0,0.3172,0,0,0,0,0,0,-0.1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5321,0,0,-1.8677,0,0,0,0,0,0,0,0,0,-0.9019,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,-0.2692,0,-0.1174,0,0,0,0,0,0,0,0,0,0,0.3376,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
