"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.1779,0,0,0,0,0,0,0,0,0.2002,0,0.1524,0.217,0,0,0,0.1523,0,0,0.2158,0.1921,0.2207,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.1354,0,0,0,0,0,0.1361,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0.1192,0,0,0,0,0,0,0
"A_Trust",0,0,0.1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1364,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0.1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0.1211,0,0,0,0,0,0,0.1152,0.1196,0.1183,0
"C_Prdctv",0,0,0,0,0.1416,0,0,0,0,0,0.1444,0,0,0,0,0,0,0,0,0,0.1798,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0.134,0,0,0.1569,0,0,0.1481,0,0,0,0,0.1453,0,0.2183,0.1642,0,0,0,0,0,0,0,0,0.1606,0.1565,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.1077,0,0,0,0,0,0,0,0,0.1179,0,0,0,0,0,0,0,0.1107,0,0,0,0,0,0.1081,0
"E_EnerLev",0.0907,0,0,0,0,0,0,0.1002,0,0.0896,0,0.0901,0,0,0,0,0.11,0,0.091,0,0,0,0,0,0,0,0,0,0.1007,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0.118,0,0.1316,0,0,0,0.1188,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,0
"N_Anxty",0.1133,0,0,0,0,0.1147,0,0,0,0.1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1143,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.1266,0,0,0,0,0,0,0.1233,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0.1272,0,0,0.1272,0,0,0,0,0,0,0,0,0,0,0.1446,0,0,0,0,0
"O_AesSens",0,0,0.102,0,0,0,0,0,0,0,0.1057,0,0.1017,0,0.1093,0.1014,0,0,0,0,0,0,0,0,0.1074,0,0,0,0.1143,0.1037,0
"O_CrtvImag",0,0,0,0.1246,0,0,0,0,0,0,0,0,0,0.1182,0,0,0.1195,0,0,0.1169,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0.1372,0,0,0,0,0,0,0,0,0.1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
