"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",1,0.1733,0.1929,0.1023,-0.1024,-0.123,-0.0975,0.2318,-0.1131,0.0178,0.2752,-0.184,-0.0645,0.2582,-1e-04,0.0216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1733,1,0.2775,0.2598,0.3875,0.444,0.1166,0.6348,0.5211,0.4641,-0.2071,-0.2611,-0.1975,0.3835,0.1259,0.4897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1929,0.2775,1,0.2423,0.4417,0.2321,-0.0931,0.6097,0.4398,0.6427,-0.1661,-0.411,-0.4557,0.3108,0.1998,0.4632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.1023,0.2598,0.2423,1,0.2039,0.4152,0.1235,0.275,0.3883,0.157,-0.4097,-0.2166,-0.4926,0.0677,0.0661,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",-0.1024,0.3875,0.4417,0.2039,1,0.4826,0.2967,0.6199,0.3184,0.3632,-0.3127,-0.2856,-0.2108,-0.0078,0.3714,0.2071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.123,0.444,0.2321,0.4152,0.4826,1,0.3127,0.6036,0.473,0.4149,-0.3187,-0.1382,-0.1728,0.114,0.2267,0.4579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.0975,0.1166,-0.0931,0.1235,0.2967,0.3127,1,0.0414,0.102,-0.156,-0.1907,-0.1694,0.1818,0.1076,0.2389,-0.2736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.2318,0.6348,0.6097,0.275,0.6199,0.6036,0.0414,1,0.4315,0.5738,-0.3327,-0.4213,-0.3261,0.1389,0.2958,0.4744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.1131,0.5211,0.4398,0.3883,0.3184,0.473,0.102,0.4315,1,0.7384,-0.3395,-0.3574,-0.4109,0.3426,0.259,0.5265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.0178,0.4641,0.6427,0.157,0.3632,0.4149,-0.156,0.5738,0.7384,1,-0.1478,-0.3736,-0.3457,0.3608,0.2633,0.6144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.2752,-0.2071,-0.1661,-0.4097,-0.3127,-0.3187,-0.1907,-0.3327,-0.3395,-0.1478,1,0.3174,0.3688,-0.0427,-0.1099,0.0421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.184,-0.2611,-0.411,-0.2166,-0.2856,-0.1382,-0.1694,-0.4213,-0.3574,-0.3736,0.3174,1,0.3832,-0.0017,-0.1994,-0.1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.0645,-0.1975,-0.4557,-0.4926,-0.2108,-0.1728,0.1818,-0.3261,-0.4109,-0.3457,0.3688,0.3832,1,-0.24,0.0493,-0.3404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",0.2582,0.3835,0.3108,0.0677,-0.0078,0.114,0.1076,0.1389,0.3426,0.3608,-0.0427,-0.0017,-0.24,1,-0.2161,0.2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",-1e-04,0.1259,0.1998,0.0661,0.3714,0.2267,0.2389,0.2958,0.259,0.2633,-0.1099,-0.1994,0.0493,-0.2161,1,0.0847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCurlag",0.0216,0.4897,0.4632,0.255,0.2071,0.4579,-0.2736,0.4744,0.5265,0.6144,0.0421,-0.1891,-0.3404,0.2113,0.0847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7599,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8271,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2985,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1606,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6226,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6445,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4693,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3902,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4344,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5541,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6288,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8067,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8177,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4815
