"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",-0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4741,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,-0.2585,-0.3573,0,0,0.1062,-0.2227,0,0,0,0,0.1522,0,0,0,-0.2376,0,0.8554,0,0,0.7258,0.1504,-0.5172,0.7505,0,0,-0.0696,-0.3208,0,0,0
"A_Trust",0,0,0.0578,-0.1778,0,0.6378,0,0,0,0,0,0,-0.3206,0,0,0.3238,0,0,0,-0.2166,0,0,0.3812,-0.5792,0.4969,0,-0.607,0,0,0,0
"C_Org",0,0,0,0.0435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2947,0.4409,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.0673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1283,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0.319,0,0.6681,-0.3103,0,0.3589,0,0,0,0,0.23,-0.2402,0,0,0,0,0,0.343,0,0,0,0,0,0,0,0.2482,0,0,0
"E_Assert",0.3465,-0.1521,0.3747,0.1842,0,0.0786,-0.1034,-0.3482,0.1569,0.4797,-0.4536,0,-0.0282,0.13,0.1853,0.2168,0.1906,0,-0.1929,0.3467,0,0,0.2155,-0.0631,0,0.5432,-0.2279,-0.185,-0.1879,0.7951,-0.155
"E_EnerLev",0,0,0,0,0,0,0,1.2992,0,0,1.0132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6159,0,-0.838,0,0,-1.299
"E_Scblty",0,0,0,0,0,0,0,0,0.0646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4728,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,-0.4667,0,0,0,0,-0.1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4971,0,0,-0.3499,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.4625,0,0,0,0,0,0,0,0,0,0,0,-0.8412,0,0.4666,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,-0.7501,0,0,0,0.0562,0,0,0.3927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,-0.0895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135,-0.4795,0,0.3824,0,0,0,0,0,0,0,0,0,0,0,0,0.3927,-0.2974
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0904,0,0,0,0,0,0,0,0.5655,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
