"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",-0.1145,0,0,0,0.2478,0,0,-0.344,0,0,0,0,0,0,0,0,0,0,0,0,-0.4548,0,0,0,0,-0.6569,0,0,0,0.4041,0
"A_Rspct",0,-0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2473,0.7926,0,0,0,0,0,0,0,0
"A_Trust",0,0,0.0841,-0.2882,0,0,0,0,0,-0.3626,0,0,0.2789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,-0.1435,0.2757,-0.2542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4186,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0.4732,0,0,0,-0.0435,0,0,0,0.2837,0,0,0,0,-0.5459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3629
"C_Rspnbl",0,0,0,0,0,-0.2223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3644,0,0.2067,-0.2855,0,-0.8579,0,0.2975,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.0152,0,0,0,0,-0.3087,-0.3472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0.366,0,0,0,-0.653,0,-0.4839,0,0,0,0,0,0,-0.5188,0,0.5838,0,0,0,0,0.965,0,0,0.2845,0.296,0,0,0
"E_Scblty",0,0.3317,0,0,0,0,0,0,-0.0666,0,0,0,0,0,0,0,0,0,0,0,0.7364,0,0,0,0,0,0,0,0,-0.2495,0
"N_Anxty",0,0,0,0,0,0,0,0,0,-0.0968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0.4569,0,0,0,0,0,-0.2909,0,0,0,0.3757,0,0.3865,0,-0.3857,0.5441,-0.6158,-0.3704,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0.2429,0,0,0,0,0,0,0,-0.258,0,0.293,0,0,0,0.5671,0,0,0,0,0
"O_AesSens",-0.2356,0,0,0,0,0,0.2884,0,0.2374,0,0,0,-0.3328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4038,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1873,0,0.3326,0,0,0,0,0,0.2663,0,0,-0.3767,0,0,0.2401,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,-0.2584,0,-0.4727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6818
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
