"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1119,0,0,0.1144,0,0,0,0,0,0,0,0.1135,0,0,0,0,0
"A_Rspct",0,0.1114,0,0,0.1015,0,0.1036,0,0,0,0,0.1067,0,0,0,0.1031,0,0,0,0,0.1018,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0.1124,0,0,0,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0.1104,0,0,0,0,0,0
"C_Org",0,0,0,0.1179,0,0,0.1173,0,0.1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0.1181,0,0,0,0.1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1185,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,0
"E_Assert",0,0,0,0,0,0,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0.115,0,0,0,0,0,0,0.1111,0,0,0,0,0,0.1159,0,0.1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0.1236,0,0,0,0.1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1252,0,0,0,0,0
"N_Depr",0,0,0,0,0.1089,0,0,0,0.1095,0,0.1072,0,0,0.1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0.1081,0,0,0,0,0,0,0,0.1094,0,0,0,0,0,0,0,0,0,0,0,0.1086,0,0,0,0,0.1063,0,0.1136
"O_AesSens",0,0,0.1188,0,0,0,0,0,0,0,0,0,0.1187,0,0,0,0,0,0,0,0,0,0,0,0,0.1209,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0.1112,0,0,0,0.1127,0,0.1233,0,0.121,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1123,0,0,0,0,0,0,0,0.1169,0,0,0,0.1146,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
