"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,-0.2856,0,0,0,0,0.2761,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3397,0.6696,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,-0.0177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2746,0,0.2531,0,0,0,0,-0.4148,0,0,0,0,0
"C_Org",-0.3393,0,0,-0.2874,0,0.4982,0,0,0,0,0,0,0,0,0,0,-0.493,0,0,0,0,0,0,0,0,0,0.3516,0,0,0,-0.5328
"C_Prdctv",0,0,0,0,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9556,0,0,0
"C_Rspnbl",0,0,0,0,0,0.1032,0,0,0,0,0,-0.3708,0,0,0,0.6354,0,0,0,0,0,0,0,-0.2269,0,0,0.2803,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.1968,0,0,0,0,0,0,0,0,0,0,0,0.3376,0,0,0,0,0,0,-0.407,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.0118,0,0,0,0,0,0,0,0,0,0,0,0.357,0,0,0,0,0,0,0,0.3898,0.2803,0,0
"E_Scblty",0.3558,0,0,0,0,0,0,0.367,-0.1196,0,0,0,-0.2714,0,0,0,0,0,-0.3862,0,0,0,0.3093,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,-0.3038,0,0,-0.0158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2754,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.1195,0,0.2658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6233
"N_EmoVol",0,0,-0.3891,0,0,0,0,0,0,0,0,0.0084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2891,0,0,0,0,0
"O_AesSens",-0.3922,0,0,0,0,0,0,0,0,0,0,0,-0.5213,0,0,0,0,0,0,-1.021,0,0,0,0,0.4443,0,0,0,0,0,-0.877
"O_CrtvImag",0.3382,0,0,0,0,-0.4806,0,0,0,0,0,0,0,0.1089,0,0,0,0,0.7024,0,0,0,0,0,-0.233,0,0,0,0,0,0
"O_IntCur",0,0,0,0.3505,0,0,-0.2239,0,0,0,0,0,0,0,0.1577,0,0,0.2924,0,0,0,0,0,0,0,0,0,0,0.5319,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
