"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",-0.2245,-0.3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4677,0,0,0,0,0,0,0,0,0,-0.2512,0,0,0.3961,0
"A_Rspct",0,-0.178,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0,0,-0.5187,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0.4844,0,-0.3694,0,0,0,0.2867,0,-0.3307,0,-0.3184,0.4086,0,0.2549,0,0.5586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,-0.2243,0,0,0,0.3102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.285,0,0,0
"C_Prdctv",-0.4154,0,0,0,0.0765,0,0,0,0,0,0,0,0,0,0,-0.4949,0,0,0.3115,0,0.3812,0,0,0.4462,0,0,-0.1962,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.1689,0,0,0,0,0,0,0,0,0,0,0,-0.274,0.5774,0,0,0,0,0,0,0,0,0,0,-0.2851,0
"E_Assert",0,0,0,0,0,0,-0.0686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3384,0,0,0.3246,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,-0.1363,0,0,-0.2435,0,0,0,0,0,0,0,0.3185,0,0,0,0,0.4954,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0.0527,0,0,0,0,-0.265,0,0,0,0,0,0,0,0,0,0,0,-0.3699,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.0305,0,0,0,0,0,0,0,0,0,0,-0.2371,0,0,0,0,0.5155,0,-0.2395,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,-0.1559,0,0,0,0,0,0,0,-0.2713,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0.3634,0,-0.1378,0,0,0,0,0,0,0,0,0,0,0,0.2299,0.6565,0,0,0,0,0,0
"O_AesSens",0,0,0,-0.457,0.3045,0,0,0,0,0,0,0,-0.4734,0,0,0,-0.3267,0,0,0,0,0.3229,0,0,0,0,0,0,0,0,0.4937
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1528,0,0,0,0,0.5713,0,0,0,0,0,0,0,0,0,0,0.2827
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
