"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.1735,0,-0.9924,0.5571,0,0,0,0,-0.5294,0,0,-0.2543,-0.3513,0.0841,0.4159,0,0.2163,0,0,0,0,-0.3657,0,0,0,-0.2243,0,0,0,0,0
"A_Rspct",0.7501,-0.5199,-0.9816,0.4188,-0.6969,0.5085,0.8533,0,-0.8727,0.1368,0.4628,-1.5707,-0.2619,-0.6906,-0.1782,-0.8382,0,0.3001,-0.3504,0.4687,0.6462,-0.9327,0.421,-0.6541,-0.1395,-0.7759,0.7668,-0.6621,-0.2105,1.2271,0.3405
"A_Trust",0.1756,0.1686,-0.7291,0,0,0,0,-0.279,0,-0.0711,-0.3644,0,-0.1969,0.2969,0.7141,0.5254,-0.3735,0,0.2875,0,-0.2888,0.3635,0,-0.6392,-0.1841,0,0,0,0,0.2118,0
"C_Org",0,0,0,0.0387,-0.5761,0,0,0.5111,0,0,0,0,0.362,0,0,0,0,0,0,0,0,0,0,0,0.5273,0,0,0,0,0.6198,0
"C_Prdctv",0,0,0,0.1683,0.129,0,-0.2607,0,0.1723,0,0,0,0,0,0.2693,0,-0.6621,0,0.2499,0,0.4932,0.3122,0,0,0,0,0.0286,0,-0.234,0.1158,0
"C_Rspnbl",0,0,0,0,0,-1.6306,0,-7.0154,0,-3.7811,0,0,0,0,0,0,0,0,0,-5.5988,0,0,0,0,0,-15.3982,0,0,0,0,0
"E_Assert",0,-0.1979,0,0,-0.5591,0,0.1791,0,0,0.1815,0,0,0,0,0,0,0,-0.4207,0,0,0,0,0,0,0,0,0,0,0,0.8594,0
"E_EnerLev",0,0,0,0,0,0,0,-0.1103,0,0,0,0.1213,0,0,0,0,0,0,0,0.3138,0,0,0,0.5969,0,0.5315,0,-0.1988,0,0,-0.2276
"E_Scblty",0,0,0,0,0,0.2621,0,0,0.1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0.0972,0,0,-0.6157,0.5388,0.6016,0,0,0.3901,0.2433,0,-0.4213,-0.2373,0.467,-0.5162,0,0.5806,-1.4213,0.9514,0,0,-0.9797,-0.2506,0,0,0,0,0.5019,0,-0.5184
"N_Depr",0,0,0,0,0,0.4077,0,-0.6096,-0.3243,0,0.4644,0,0.863,0.5277,-0.6532,-0.4041,0.3891,-0.7178,0,-1.1224,1.5394,0,0,0,0,0,0,0,0,0,-0.6912
"N_EmoVol",0,0,0.0971,0,0,0.2404,-0.339,0,0.2649,0,0,0.2119,0.2352,0,0,0,0.7471,-0.5211,0,0,0.1199,0,0,-0.333,-0.3324,0,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.3484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,-0.2247,0,0,0,0,0,-0.3792,0,0,0,-0.2774,0,0,0.2655,0,0,0,0,0,0.4784,0,0,0,0,0,0,0,0.3031
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0.2349,0.184,0.0907,-0.1771,0,0.404,0.0287,0,0.2958,0.1484,0,0,0,0,0,-0.5753,0.4191,0,0,-0.0753
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
