"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",1,0.1693,0.0636,0.1849,0.2158,0.2994,0.2262,0.1715,-0.0054,-0.0563,-0.1111,0.0738,-0.1781,0.2089,-0.1876,-0.0884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1693,1,-0.0619,0.13,0.0798,-0.0108,0.005,0.0043,-0.1221,0.1371,-0.1426,-0.0546,0.0303,0.011,2e-04,0.0367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0636,-0.0619,1,0.0931,-0.0578,0.0156,0.2398,0.3534,0.1568,-0.0119,0.1854,0.0986,-0.2219,0.1647,0.1711,0.0939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.1849,0.13,0.0931,1,-0.0306,-0.0103,-0.0425,-0.0647,-0.0045,-0.3394,0.0578,0.0458,-0.3872,0.207,-0.2412,0.0465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.2158,0.0798,-0.0578,-0.0306,1,0.172,0.1883,-0.1358,0.1934,0.2472,-0.0105,-0.0288,0.0196,0.2851,0.0177,0.1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2994,-0.0108,0.0156,-0.0103,0.172,1,0.2295,-0.002,0.1447,0.0206,-0.3139,-0.0899,-0.161,0.2645,0.1123,0.3173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.2262,0.005,0.2398,-0.0425,0.1883,0.2295,1,0.365,-0.0699,0.1072,0.0909,-0.3179,-0.0108,0.1441,0.1961,0.3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.1715,0.0043,0.3534,-0.0647,-0.1358,-0.002,0.365,1,-0.0734,0.217,0.1081,-0.1668,0.0024,0.0742,0.1608,-0.0346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.0054,-0.1221,0.1568,-0.0045,0.1934,0.1447,-0.0699,-0.0734,1,0.11,-0.0867,0.0888,0.0379,0.2867,-0.0965,0.0975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.0563,0.1371,-0.0119,-0.3394,0.2472,0.0206,0.1072,0.217,0.11,1,0.1372,0.0199,0.1698,0.159,-0.0115,-0.0445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
