"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9995,0.4825,0.2905,0.0371,-0.3614,-0.2001,0.0727,0.382,0.0183,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.4825,0.9793,0.2612,0.0725,-0.1767,-0.2141,-0.1321,0.3567,0.1574,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.2905,0.2612,0.975,0.381,-0.2217,-0.2107,-0.2074,0.0314,0.0547,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0371,0.0725,0.381,0.9999,-0.1827,-0.0228,-0.0688,-0.0985,-0.0412,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.3614,-0.1767,-0.2217,-0.1827,0.998,0.4941,0.3213,-0.2947,-0.0122,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2001,-0.2141,-0.2107,-0.0228,0.4941,0.9369,0.5989,-0.1631,-0.1391,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0727,-0.1321,-0.2074,-0.0688,0.3213,0.5989,0.9914,-0.1582,-0.1317,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.382,0.3567,0.0314,-0.0985,-0.2947,-0.1631,-0.1582,0.9978,0.4584,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0183,0.1574,0.0547,-0.0412,-0.0122,-0.1391,-0.1317,0.4584,0.8998,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.8681,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.7225,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.5734,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9592,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9601,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7386,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5992,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6328,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9628
