"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.5067,0.4421,0.5842,-0.6418,-0.3235,-0.2764,0.4841,0.6835,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.5067,1,0.8734,0.6139,-0.3066,-0.1796,-0.2207,0.3969,0.3174,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.4421,0.8734,1,0.6088,-0.4415,-0.2261,-0.274,0.5876,0.2972,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.5842,0.6139,0.6088,1,-0.5547,-0.284,-0.5648,0.6504,0.509,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.6418,-0.3066,-0.4415,-0.5547,1,0.4017,0.5448,-0.6331,-0.3921,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.3235,-0.1796,-0.2261,-0.284,0.4017,1,-0.0869,-0.5039,-0.2248,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.2764,-0.2207,-0.274,-0.5648,0.5448,-0.0869,1,-0.3196,-0.1765,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.4841,0.3969,0.5876,0.6504,-0.6331,-0.5039,-0.3196,1,0.5753,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.6835,0.3174,0.2972,0.509,-0.3921,-0.2248,-0.1765,0.5753,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.5595,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.3216,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.0475,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.3941,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5594,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8462,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6414,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5564
