"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9999,0.3681,0.0321,0.3364,-0.0847,-0.2741,-0.3821,0.0706,0.0958,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3681,0.9994,0.1469,0.2061,-0.0926,-0.2514,-0.0628,0.1948,0.23,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0321,0.1469,0.9963,0.4368,-0.0519,-0.0894,0.0335,-0.3578,0.0494,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.3364,0.2061,0.4368,0.998,-0.1664,0.0267,-0.1467,-0.1905,0.0767,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.0847,-0.0926,-0.0519,-0.1664,0.989,0.2761,0.2585,-0.0173,-0.2284,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2741,-0.2514,-0.0894,0.0267,0.2761,0.9995,0.1871,0.0194,-0.0941,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.3821,-0.0628,0.0335,-0.1467,0.2585,0.1871,0.9961,-0.0477,-0.0695,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0706,0.1948,-0.3578,-0.1905,-0.0173,0.0194,-0.0477,0.9922,0.2872,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0958,0.23,0.0494,0.0767,-0.2284,-0.0941,-0.0695,0.2872,0.991,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.7271,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.9896,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.8234,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.6762,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9808,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9198,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9445,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7429,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9819
