"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.5156,0.0689,0.2464,-0.1796,-0.127,0.0189,0.1096,0.3581,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.5156,1,0.1533,0.1107,-0.1825,-0.1103,-0.0047,0.3888,0.4869,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0689,0.1533,1,-0.0032,-0.0738,-0.0181,-0.3593,0.0677,0.1264,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.2464,0.1107,-0.0032,1,-0.0969,-0.0336,-0.1806,0.1857,0.1623,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1796,-0.1825,-0.0738,-0.0969,1,0.4787,0.1772,-0.1695,-0.3645,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.127,-0.1103,-0.0181,-0.0336,0.4787,1,0.1214,-0.0765,-0.1594,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0189,-0.0047,-0.3593,-0.1806,0.1772,0.1214,1,0.1015,-0.1247,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1096,0.3888,0.0677,0.1857,-0.1695,-0.0765,0.1015,1,0.4563,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.3581,0.4869,0.1264,0.1623,-0.3645,-0.1594,-0.1247,0.4563,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.6721,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.9908,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.8151,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9996,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.844,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7917,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9744,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7937,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7629
