"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9995,0.5261,0.1984,0.1305,-0.0041,-0.3465,-0.2781,0.3307,0.3676,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.5261,0.9628,0.0334,0.1157,-0.2485,-0.5389,-0.2236,0.6344,0.5889,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1984,0.0334,0.9912,-0.0262,0.3574,0.4854,-0.2498,0.12,0.0841,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1305,0.1157,-0.0262,0.9991,-0.0125,-0.2127,-0.2489,0.0977,-0.1058,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.0041,-0.2485,0.3574,-0.0125,0.9984,0.4642,-0.1991,-0.0991,-0.3569,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.3465,-0.5389,0.4854,-0.2127,0.4642,0.9991,0.0066,-0.2911,-0.351,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.2781,-0.2236,-0.2498,-0.2489,-0.1991,0.0066,0.9917,0.0399,0.1437,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.3307,0.6344,0.12,0.0977,-0.0991,-0.2911,0.0399,0.9989,0.6058,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.3676,0.5889,0.0841,-0.1058,-0.3569,-0.351,0.1437,0.6058,0.9833,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.6043,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.4863,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9504,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,1.3479,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2436,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3643,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8067,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5013,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3743
