"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.3034,0.0032,0.2045,-0.3593,-0.0587,-0.29,0.2714,-0.0928,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3034,1,0.1489,0.1272,-0.3044,-0.0973,-0.0986,0.1708,0.0309,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0032,0.1489,1,0.2395,-0.1396,-0.3732,-0.2865,0.1154,0.4272,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.2045,0.1272,0.2395,1,-0.2714,-0.2248,-0.256,0.1433,0.0316,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.3593,-0.3044,-0.1396,-0.2714,1,0.3823,0.4419,-0.0087,-0.0561,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0587,-0.0973,-0.3732,-0.2248,0.3823,1,0.5573,-0.0463,-0.1775,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.29,-0.0986,-0.2865,-0.256,0.4419,0.5573,1,-0.3014,0.0089,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2714,0.1708,0.1154,0.1433,-0.0087,-0.0463,-0.3014,1,0.2524,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.0928,0.0309,0.4272,0.0316,-0.0561,-0.1775,0.0089,0.2524,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.8517,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.8708,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.843,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9866,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.6819,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5718,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8258,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9148,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744
