"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9858,0.3131,-0.2904,-0.1201,-0.0975,-0.0309,0.2416,0.1306,0.2448,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3131,0.9971,-0.011,0.2266,-0.0718,0.0993,-0.0014,-0.0553,0.1093,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.2904,-0.011,0.9951,0.0977,-0.4134,-0.2987,-0.6067,-0.1984,-0.1236,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.1201,0.2266,0.0977,0.9772,0.1219,-0.0034,-0.013,-0.0048,0.1331,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.0975,-0.0718,-0.4134,0.1219,0.9964,0.5501,0.5851,-0.2128,0.2731,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0309,0.0993,-0.2987,-0.0034,0.5501,0.9979,0.2507,-0.0253,-0.1263,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.2416,-0.0014,-0.6067,-0.013,0.5851,0.2507,0.9995,-0.1128,0.2219,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1306,-0.0553,-0.1984,-0.0048,-0.2128,-0.0253,-0.1128,0.9992,0.2189,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.2448,0.1093,-0.1236,0.1331,0.2731,-0.1263,0.2219,0.2189,0.9861,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.8264,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.9622,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.7539,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9686,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.3361,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8236,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6685,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8296,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9374
