"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9809,0.4055,0.6382,0.0978,-0.4702,-0.0051,-0.3436,0.1629,0.0685,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.4055,0.9989,0.0902,0.5297,-0.4748,-0.4531,-0.4096,0.1918,0.2984,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.6382,0.0902,0.9967,0.1039,-0.3161,0.0354,-0.3884,-0.1515,-0.1787,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0978,0.5297,0.1039,0.9913,-0.4802,-0.5511,-0.514,-0.0087,0.2823,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.4702,-0.4748,-0.3161,-0.4802,0.9797,0.3814,0.6414,0.0114,-0.2627,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0051,-0.4531,0.0354,-0.5511,0.3814,0.9988,0.5162,-0.0413,-0.3062,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.3436,-0.4096,-0.3884,-0.514,0.6414,0.5162,0.9825,0.0886,-0.0729,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1629,0.1918,-0.1515,-0.0087,0.0114,-0.0413,0.0886,0.9783,0.4636,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0685,0.2984,-0.1787,0.2823,-0.2627,-0.3062,-0.0729,0.4636,0.9959,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.471,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.3996,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9889,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.5924,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.4861,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5127,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8699
