"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9338,0.247,0.1017,0.1336,-0.4767,-0.2959,-0.3566,0.1368,0.4704,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.247,0.9368,0.3375,0.4225,-0.3002,-0.4441,-0.0143,-0.0837,0.1271,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1017,0.3375,0.8427,0.5015,-0.159,-0.0045,0.0114,0.1996,0.2426,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1336,0.4225,0.5015,0.9377,-0.071,0.1421,-0.2372,0.1996,0.2682,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.4767,-0.3002,-0.159,-0.071,0.7488,0.1809,0.3608,0.1224,-0.3076,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2959,-0.4441,-0.0045,0.1421,0.1809,0.9992,-0.0611,0.2904,0.2154,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.3566,-0.0143,0.0114,-0.2372,0.3608,-0.0611,0.886,-0.0075,-0.2411,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1368,-0.0837,0.1996,0.1996,0.1224,0.2904,-0.0075,0.9668,0.5892,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.4704,0.1271,0.2426,0.2682,-0.3076,0.2154,-0.2411,0.5892,0.9631,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.3318,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.5589,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.6705,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9046,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5435,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6103,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7894,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4766,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4119
