"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9913,0.3712,0.3978,-0.1802,-0.28,-0.1604,-0.1769,0.1537,0.0507,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3712,0.9958,0.2972,-0.0022,-0.2118,-0.1328,0.0521,0.5203,0.3026,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.3978,0.2972,0.9918,0.0931,-0.2855,-0.1618,-0.3182,-0.0351,0.253,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.1802,-0.0022,0.0931,0.9681,0.0465,-0.1092,0.0233,-0.0051,0.1559,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.28,-0.2118,-0.2855,0.0465,0.9965,0.319,0.3501,0.0019,-0.1675,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1604,-0.1328,-0.1618,-0.1092,0.319,0.9895,0.2003,-0.0882,-0.1809,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.1769,0.0521,-0.3182,0.0233,0.3501,0.2003,0.9954,-0.2741,-0.1216,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1537,0.5203,-0.0351,-0.0051,0.0019,-0.0882,-0.2741,0.9774,0.3334,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0507,0.3026,0.253,0.1559,-0.1675,-0.1809,-0.1216,0.3334,0.9594,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.817,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.4823,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.8817,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9484,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5679,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8669,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8522,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9881,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7485
