"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.99,0.5818,-0.0665,0.1732,-0.6245,-0.5728,-0.5468,-0.159,-0.2262,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.5818,0.9995,0.1172,0.3367,-0.7044,-0.5252,-0.512,0.1046,0.0691,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.0665,0.1172,0.9775,0.3992,-0.1998,-0.0079,-0.1968,0.1651,0.1538,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1732,0.3367,0.3992,0.987,-0.3505,-0.1178,-0.2387,0.1299,0.1277,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.6245,-0.7044,-0.1998,-0.3505,0.9999,0.6681,0.7062,-0.2195,0.0312,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.5728,-0.5252,-0.0079,-0.1178,0.6681,0.9998,0.5921,-0.115,0.0449,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.5468,-0.512,-0.1968,-0.2387,0.7062,0.5921,0.9889,0.0084,0.1565,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.159,0.1046,0.1651,0.1299,-0.2195,-0.115,0.0084,0.9996,0.5672,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.2262,0.0691,0.1538,0.1277,0.0312,0.0449,0.1565,0.5672,0.9996,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9464,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,5.4836,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.8394,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.838,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7089,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5142,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4507,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6513,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9882
