"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.3564,0.008,0.24,-0.369,-0.2879,-0.3395,0.2079,-0.0373,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3564,1,-0.0455,0.0652,-0.3353,-0.2488,-0.1233,0.1469,0.0247,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.008,-0.0455,1,0.1975,0.0482,-0.0136,-0.2052,-2e-04,0.3494,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.24,0.0652,0.1975,1,-0.1651,-0.2932,-0.0545,0.428,0.2045,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.369,-0.3353,0.0482,-0.1651,1,0.3925,0.208,-0.2738,-0.139,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2879,-0.2488,-0.0136,-0.2932,0.3925,1,0.0801,-0.2551,-0.2063,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.3395,-0.1233,-0.2052,-0.0545,0.208,0.0801,1,-0.0674,0.0563,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2079,0.1469,-2e-04,0.428,-0.2738,-0.2551,-0.0674,1,0.0212,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.0373,0.0247,0.3494,0.2045,-0.139,-0.2063,0.0563,0.0212,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.789,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.8573,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.8066,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8433,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9042,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7358,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9918,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8595
