"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.0979,0.1049,-0.0032,-0.4253,-0.2267,-0.0302,0.0621,0.0577,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.0979,1,0.1593,0.1986,-0.1591,-0.1523,-0.086,0.0103,-0.0949,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1049,0.1593,1,-0.1271,-0.1918,0.0445,-0.0497,0.2351,0.1142,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.0032,0.1986,-0.1271,1,0.1043,0.1421,-0.1729,-0.1851,0.0613,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.4253,-0.1591,-0.1918,0.1043,1,0.5519,0.3415,0.0156,0.0588,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2267,-0.1523,0.0445,0.1421,0.5519,1,0.1662,0.0596,0.0879,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.0302,-0.086,-0.0497,-0.1729,0.3415,0.1662,1,-0.1814,-0.0269,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0621,0.0103,0.2351,-0.1851,0.0156,0.0596,-0.1814,1,0.2666,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0577,-0.0949,0.1142,0.0613,0.0588,0.0879,-0.0269,0.2666,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.7196,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.8875,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.835,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9426,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7406,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6022,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9544,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8687
