"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.5164,-0.1359,0.5013,-0.3515,-0.3719,-0.0693,0.2914,0.5663,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.5164,1,0.0883,0.5494,-0.2894,-0.4577,-0.0713,0.2871,0.4144,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.1359,0.0883,1,0.1893,-0.3146,0.0668,-0.1508,0.0102,-0.176,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.5013,0.5494,0.1893,1,-0.4164,-0.3453,-0.132,0.0977,0.4259,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.3515,-0.2894,-0.3146,-0.4164,1,0.2864,0.4443,-0.0343,-0.2382,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.3719,-0.4577,0.0668,-0.3453,0.2864,1,0.1444,0.0692,-0.7,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.0693,-0.0713,-0.1508,-0.132,0.4443,0.1444,1,-0.2514,0.0687,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2914,0.2871,0.0102,0.0977,-0.0343,0.0692,-0.2514,1,0.1553,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.5663,0.4144,-0.176,0.4259,-0.2382,-0.7,0.0687,0.1553,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.6713,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.5616,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9191,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.5033,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.797,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9906,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7138,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9032,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3582
