"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.2688,0.1665,-0.0872,0.5355,0.0731,-0.0945,-0.1613,0.2857,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.2688,1,0.2224,-0.0156,0.4126,0.0706,-0.2273,0.2115,0.0886,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1665,0.2224,1,-0.1906,0.2157,0.2045,-0.3672,-0.0999,0.1834,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.0872,-0.0156,-0.1906,1,-0.2203,-0.0613,0.0058,0.0078,-0.0706,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.5355,0.4126,0.2157,-0.2203,1,0.2356,-0.0501,-0.3429,0.2953,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0731,0.0706,0.2045,-0.0613,0.2356,1,0.0619,-0.2274,-0.1119,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.0945,-0.2273,-0.3672,0.0058,-0.0501,0.0619,1,-0.143,-0.0861,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.1613,0.2115,-0.0999,0.0078,-0.3429,-0.2274,-0.143,1,0.0262,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.2857,0.0886,0.1834,-0.0706,0.2953,-0.1119,-0.0861,0.0262,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9996,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.6126,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9911,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9446,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7066,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9556,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8644,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9913,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9965
