"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9984,0.468,0.5231,0.5598,-0.1033,-0.0902,-0.1749,0.1239,-0.0211,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.468,0.9939,0.0591,0.2959,-0.1103,-0.1662,-0.3403,0.3338,0.0085,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.5231,0.0591,0.9957,0.4496,-0.1911,-0.1829,-0.3883,0.1036,0.051,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.5598,0.2959,0.4496,0.9998,-0.3212,-0.1469,-0.4038,0.3211,0.348,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1033,-0.1103,-0.1911,-0.3212,0.9971,0.3336,0.4696,-0.0341,-0.195,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0902,-0.1662,-0.1829,-0.1469,0.3336,0.9889,0.4402,-0.1876,-0.2068,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.1749,-0.3403,-0.3883,-0.4038,0.4696,0.4402,0.9959,-0.4686,-0.2204,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1239,0.3338,0.1036,0.3211,-0.0341,-0.1876,-0.4686,0.9937,0.3142,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.0211,0.0085,0.051,0.348,-0.195,-0.2068,-0.2204,0.3142,0.9872,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.7258,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.9787,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.4783,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.546,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8744,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7237,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6545,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9872
