"file","lhs","op","rhs","beta","se","z","pval","level"
"01","E_Scblty","~","E_Scbltylag",0.0649666886476499,0.12602920308113,0.515489164886872,0.606211239143146,"group"
"01","E_EnerLev","~","E_EnerLevlag",-0.0328879986544231,0.118334855624369,-0.277923173868736,0.781071334256137,"group"
"01","A_Cmpn","~","A_Cmpnlag",0.147956181768275,0.129553876384964,1.14204364930486,0.253435876604519,"group"
"01","A_Rspct","~","A_Rspctlag",-0.130345469943739,0.123851849595621,-1.05243054802427,0.29260205941753,"group"
"01","N_Depr","~","N_Deprlag",0.0751477508807823,0.125191677028206,0.600261556236295,0.548331935233342,"group"
"01","N_Anxty","~","N_Anxtylag",0.212574341918124,0.117738719016929,1.80547523952219,0.0710003467159108,"group"
"01","N_EmoVol","~","N_EmoVollag",0.0543921756423422,0.124402971299035,0.437225695450603,0.661947676541607,"group"
"01","C_Prdctv","~","C_Prdctvlag",-0.0128734138666312,0.104715839004274,-0.122936644437388,0.902157267641779,"group"
"01","C_Rspnbl","~","C_Rspnbllag",-0.160043080313269,0.122950534913218,-1.3016867346387,0.193023496124658,"group"
"01","N_Anxty","~","A_Cmpnlag",0.355827780079553,0.112679564323356,3.15787323297093,0.00158924650547165,"ind"
"01","E_EnerLev","~","E_Scblty",0.405947986051501,0.113489217334306,3.57697405609644,0.000347594657282402,"ind"
"01","C_Prdctv","~","C_Rspnbl",0.276223776935487,0.10570345465362,2.61319535714936,0.00897000128663228,"ind"
"01","C_Prdctv","~","A_Rspctlag",0.392233561742318,0.0934312240586482,4.19809935804873,2.69164539139499e-05,"ind"
"01","N_EmoVol","~","N_Depr",0.335312255794185,0.117395215095364,2.85626850738166,0.00428652459641832,"ind"
"01","E_EnerLev","~","C_Prdctv",0.344300447460815,0.11999325520323,2.86933167099836,0.00411340212965827,"ind"
"01","E_Scblty","~","N_Anxty",-0.33178005535369,0.118884004326136,-2.7907880226133,0.00525798954178569,"ind"
"01","A_Rspct","~","N_Depr",-0.322330075100242,0.118207614384895,-2.7268131310958,0.00639492438714218,"ind"
"01","N_Depr","~","E_Scblty",-0.311434451351574,0.119840568194648,-2.59873977604757,0.00935666735317819,"ind"
"01","C_Prdctv","~","A_Cmpn",0.303465902142734,0.10275239382004,2.95337063070494,0.00314324326088244,"ind"
"01","C_Prdctv","~","E_Scblty",-0.249587774850263,0.103173200745316,-2.41911439256762,0.0155583466213973,"ind"
"01","C_Rspnbl","~","cumsumT",0.29816636399083,0.119529982573402,2.49449014859288,0.0126138227863561,"ind"
"01","C_Rspnbl","~","N_Anxtylag",0.284521350966483,0.118082335143653,2.40951663617042,0.0159736677901914,"ind"
"02","E_Scblty","~","E_Scbltylag",0.179010945521609,0.125084364764979,1.43112167422325,0.15239534647988,"group"
"02","E_EnerLev","~","E_EnerLevlag",-0.0301015401843764,0.124158405107033,-0.242444642861083,0.808435645961715,"group"
"02","A_Cmpn","~","A_Cmpnlag",-0.1737308153311,0.134050166560737,-1.29601342384297,0.194970860130982,"group"
"02","A_Rspct","~","A_Rspctlag",-0.0326103395367801,0.117696234966349,-0.277072070709006,0.78172476692574,"group"
"02","N_Depr","~","N_Deprlag",0.157867484520482,0.139757542236983,1.12958114455669,0.258652759829597,"group"
"02","N_Anxty","~","N_Anxtylag",-0.189726403859575,0.150552088970069,-1.26020439276199,0.207595638616252,"group"
"02","N_EmoVol","~","N_EmoVollag",-0.216182471645737,0.153900951155112,-1.40468574120671,0.160114747636991,"group"
"02","C_Prdctv","~","C_Prdctvlag",0.0148989734697481,0.137863428698304,0.108070527553413,0.913939746805814,"group"
"02","C_Rspnbl","~","C_Rspnbllag",0.335657690716753,0.123517688835116,2.71748681409367,0.006577977640017,"group"
"02","A_Rspct","~","E_Scblty",0.627157237204832,0.0941363981659481,6.66221832812478,2.69724242940583e-11,"ind"
"02","E_EnerLev","~","A_Rspct",0.57832419071898,0.103474423020363,5.58905451065109,2.28309282590544e-08,"ind"
"02","C_Rspnbl","~","E_EnerLev",0.512883463906884,0.104418594606143,4.91180201995085,9.02431490867883e-07,"ind"
"02","E_Scblty","~","A_Cmpn",0.432224006530214,0.122261532942658,3.53524118442825,0.000407403123776628,"ind"
"02","C_Prdctv","~","E_EnerLev",0.469916456534154,0.12158635727314,3.86487815798694,0.00011114466795803,"ind"
"02","E_Scblty","~","N_Anxty",-0.362291892774071,0.118768500083564,-3.05040387408418,0.00228533822834542,"ind"
"02","N_Depr","~","E_Scblty",-0.394909378555719,0.131037341089927,-3.01371635955818,0.00258068955111757,"ind"
"02","A_Cmpn","~","C_Rspnbl",0.449558675163452,0.130149135665418,3.45418102751876,0.000551966731462183,"ind"
"02","C_Rspnbl","~","N_Anxtylag",0.311984110179087,0.12424374786619,2.51106486674156,0.0120367576870368,"ind"
"02","N_EmoVol","~","cumsumT",0.382075770161825,0.146913233235041,2.60068995657155,0.00930364953280427,"ind"
"03","E_Scblty","~","E_Scbltylag",-0.0463501677352631,0.129102095092958,-0.359019485329726,0.719580512542771,"group"
"03","E_EnerLev","~","E_EnerLevlag",-0.193169720467317,0.134803003721171,-1.4329778649953,0.151864163146844,"group"
"03","A_Cmpn","~","A_Cmpnlag",-0.270890532677043,0.118567506125784,-2.28469452996393,0.0223307455997646,"group"
"03","A_Rspct","~","A_Rspctlag",-0.00974714021698142,0.140014752272181,-0.0696150945439916,0.944500022380483,"group"
"03","N_Depr","~","N_Deprlag",-0.0242917033215706,0.0825774625807871,-0.294168681894356,0.768629010641956,"group"
