"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","status"
"01",105.3989,104,105,0.4432,0.0154,0.0849,0.9784,0.9869,3300.696,3086.1756,-1438.0878,"converged normally"
"02",113.1916,107,102,0.3225,0.0376,0.1079,0.9512,0.9694,2314.8979,2140.1136,-968.0568,"converged normally"
"03",111.3498,103,106,0.27,0.0399,0.0797,0.9388,0.9631,2871.4021,2666.6286,-1227.3143,"converged normally"
"04",111.5072,108,101,0.3892,0.0269,0.0905,0.9336,0.958,2660.4401,2477.9672,-1137.9836,"converged normally"
"05",111.8643,108,101,0.3801,0.0279,0.0898,0.9573,0.973,2654.1432,2469.4504,-1133.7252,"converged normally"
"06",117.0057,107,102,0.2392,0.0398,0.0924,0.9295,0.9559,3246.4435,3034.5347,-1415.2673,"converged normally"
"07",106.4781,103,106,0.3874,0.0235,0.0835,0.9409,0.9644,3546.2008,3322.4482,-1555.2241,"converged normally"
"08",114.203,107,102,0.2991,0.0363,0.095,0.9283,0.9552,2907.7608,2710.7146,-1253.3573,"converged normally"
"09",107.9393,107,102,0.4564,0.0135,0.1025,0.9839,0.9899,2814.7408,2623.8782,-1209.9391,"converged normally"
"10",108.5569,106,103,0.413,0.0243,0.0986,0.952,0.9702,2390.7692,2214.2713,-1004.1356,"converged normally"
"11",108.9553,100,109,0.254,0.0492,0.0986,0.935,0.962,2066.227,1890.6369,-836.3185,"converged normally"
"13",107.6033,100,109,0.2838,0.0466,0.0817,0.9585,0.9757,1880.5594,1711.0265,-746.5132,"converged normally"
"14",105.0156,101,108,0.3723,0.0294,0.0843,0.9523,0.9718,2664.1133,2466.6201,-1125.31,"converged normally"
"16",111.3937,105,104,0.3162,0.036,0.0845,0.9418,0.9642,2665.262,2472.8467,-1132.4233,"converged normally"
"17",100.6834,99,110,0.434,0.0234,0.0925,0.9858,0.9918,1760.4087,1602.6701,-691.3351,"converged normally"
"18",113.36,105,104,0.2716,0.0403,0.0816,0.9459,0.9668,2722.3025,2525.5532,-1158.7766,"converged normally"
"19",96.8386,91,118,0.3181,0.0487,0.0795,0.9411,0.9686,1572.986,1420.0772,-592.0386,"converged normally"
"21",118.793,106,103,0.1865,0.0496,0.1164,0.9203,0.9506,2717.411,2522.5535,-1158.2767,"converged normally"
"22",115.6308,110,99,0.3379,0.0295,0.0977,0.9781,0.9859,3110.8505,2905.1743,-1353.5872,"converged normally"
