"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","status"
"23",111.0249,106,103,0.35,0.0336,0.1031,0.9508,0.9695,2411.9317,2232.9518,-1013.4759,"converged normally"
"24",115.4782,108,101,0.2937,0.038,0.0945,0.9596,0.9745,2618.5791,2429.5878,-1113.7939,"converged normally"
"25",103.555,96,113,0.2812,0.0455,0.0733,0.9452,0.9692,2131.1722,1946.125,-860.0625,"converged normally"
"26",114.2395,108,101,0.3221,0.0327,0.0824,0.9278,0.9544,3097.4192,2896.5318,-1347.2659,"converged normally"
"27",112.1486,108,101,0.373,0.0283,0.092,0.9616,0.9757,2733.5824,2544.5911,-1171.2956,"converged normally"
"28",116.2168,107,102,0.2552,0.0428,0.1039,0.93,0.9562,2647.1339,2458.4189,-1127.2094,"converged normally"
"29",115.4783,111,98,0.3665,0.029,0.0958,0.947,0.9656,2747.6154,2564.2377,-1184.1188,"converged normally"
"30",114.5955,104,105,0.2245,0.0471,0.0834,0.9329,0.9592,2538.1431,2346.1358,-1068.0679,"converged normally"
"31",121.0942,109,100,0.2017,0.0486,0.1182,0.9386,0.9608,2550.05,2365.0353,-1082.5176,"converged normally"
"32",112.2308,100,109,0.1898,0.0463,0.0787,0.9441,0.9673,3020.706,2798.0134,-1290.0067,"converged normally"
"33",124.4464,109,100,0.148,0.049,0.0816,0.9506,0.9685,3007.9968,2800.243,-1300.1215,"converged normally"
"34",116.6911,107,102,0.2455,0.0395,0.0827,0.9584,0.974,3107.8465,2897.6813,-1346.8407,"converged normally"
"35",116.1861,116,93,0.4777,0.0052,0.089,0.9871,0.9912,3494.3514,3299.5774,-1556.7887,"converged normally"
"36",95.3401,92,117,0.385,0.0381,0.0956,0.9703,0.984,1405.2031,1262.5947,-514.2973,"converged normally"
"37",110.5044,106,103,0.3629,0.0275,0.0905,0.9388,0.9621,3241.5779,3032.9667,-1413.4833,"converged normally"
"38",107.5585,100,109,0.2849,0.0471,0.0917,0.9517,0.9718,1869.3392,1702.9659,-742.4829,"converged normally"
"39",116.7231,109,100,0.2891,0.0366,0.0914,0.9398,0.9617,2978.0218,2780.9926,-1290.4963,"converged normally"
"40",109.7021,113,96,0.5703,0,0.0937,1.057,1,2916.2127,2732.6585,-1270.3292,"converged normally"
"41",100.0675,95,114,0.3411,0.0462,0.0827,0.931,0.9617,1497.9383,1358.9865,-565.4932,"converged normally"
"42",107.3826,100,109,0.2889,0.0441,0.0751,0.9429,0.9666,2143.1972,1964.7003,-873.3501,"converged normally"
"43",113.0313,107,102,0.3263,0.0433,0.1142,0.9382,0.9614,1716.2458,1573.3237,-684.6618,"converged normally"
"44",117.012,113,96,0.379,0.0243,0.0896,0.9482,0.9657,3437.3706,3236.3135,-1522.1568,"converged normally"
"46",109.8994,104,105,0.3272,0.0315,0.0682,0.9362,0.9612,3269.4564,3054.9361,-1422.468,"converged normally"
"49",1518.4613,101,108,0,1.039,0.1078,-0.4902,0.1198,704.0803,643.0658,-213.5329,"converged normally"
"50",111.456,103,106,0.2677,0.0465,0.0907,0.9435,0.966,2115.3123,1941.7281,-864.8641,"converged normally"
"51",112.4228,109,100,0.3919,0.0227,0.0872,0.9504,0.9684,3508.8155,3297.7281,-1548.864,"converged normally"
