"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.1209,0,0,0,0,0,0,0,0,0,0.3359,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.0433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4999,0
"A_Rspct",0,-0.3451,0,-0.0463,0,0,0,0,0,0,0,0.337,0,0,0,0,0,0,-0.2581
"N_Depr",0.2293,0,0,0,-0.1116,0,0,0,0,0,-0.3161,0,0,0,0,0.6208,0,0,0
"N_Anxty",0,0,0,0,0,0.0667,0,0.217,0,0,0,-0.2438,0,0.5241,0,0,0,0,0.3508
"N_EmoVol",0,0,0,0,0,0,0.0264,0,0,0.5272,0,0,-0.3363,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.0702,0,0,0,0,0,0,0,-0.482,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.0332,0,0,0,0,0,0,0,0.4785,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
