"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.0872,0,0.0861,0,0,0,0.0867,0,0,0,0.0783,0,0,0.0798,0,0,0.0764,0,0
"E_EnerLev",0.1296,0.1305,0,0,0,0,0,0,0,0,0,0.1031,0,0.1018,0,0,0,0,0.104
"A_Cmpn",0,0,0.1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1478
"A_Rspct",0,0,0,0.0959,0.1031,0,0,0.1016,0.0991,0,0,0.0933,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1242,0.1195,0,0,0,0,0,0.1228,0.1207,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1144,0,0,0,0,0.1156,0,0.1137,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1162,0,0,0,0,0,0,0,0.1192,0,0.118,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1462,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
