"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.0935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548
"E_EnerLev",0,-0.0729,0,0,0,0,0,0,0,0,0,0,0.2881,0,0,0,0,0,0.4405
"A_Cmpn",0,0,0.0907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4263
"A_Rspct",0,0,0,-0.3374,0,0,0,0,0,0,0,0,0,0,0,-0.2368,0,0,0.4778
"N_Depr",0,0,0,0,0.0469,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,-0.0625,0,0,0,0,0.2729,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.1136,0,0,0,0,0,0,0.4465,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,-0.2654,-0.1465,0,0,0,0,0,0,0,0,0,0.5702,0
"C_Rspnbl",0,0,0.443,0,0,0,0,0.3115,-0.0988,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
