"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1405,0,0,0,0,0,0,0,0,0,0,0,0.2166,0.1426,0.1628,0,0,0,0
"E_EnerLev",0,0.1054,0,0,0,0,0,0.1065,0,0,0,0,0,0,0.1,0,0,0,0
"A_Cmpn",0,0,0.1335,0,0,0,0,0,0,0,0,0,0,0,0.1333,0,0,0,0
"A_Rspct",0,0,0,0.1754,0,0,0,0,0,0.2517,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1202,0.1225,0,0,0,0,0.119,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1463,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1368,0,0,0,0,0,0,0,0.1318,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1314,0,0,0,0,0,0,0.1318,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1338,0,0,0,0,0,0.1344,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
