"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.0941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5034,0
"E_EnerLev",0,0.1526,0,0,0,0,0,0,0,0,0,0.3256,0,0,0.5102,0,0,0.6839,0
"A_Cmpn",0,0,0.1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,-0.2208,0,0,0,0,0,0,0,0.5173,0,0.2591,0,0,0.3853,0.3182,0
"N_Depr",0,0,0,0,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,-0.103,0,0,0,0,0,0,-0.3869,0,0,0.4464,0,0,0.3027
"N_EmoVol",0,0,0,0,0,0,0.0359,0,0,-0.2981,0,0,0,0.4521,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.0802,0,0,0,0,0,-0.4565,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.1405,0,0,0,0,0,0,0,0.6693,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
