"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1137,0,-0.3912,0,0,0,-0.4288,0,0,0,0.6854,0,0,-0.2206,0,0,0.2801,0,0
"E_EnerLev",-0.3316,0.2327,0,0,0,0,0,0,0,0,0,0.7067,0,-0.2741,0,0,0,0,0.3149
"A_Cmpn",0,0,-0.0209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3264
"A_Rspct",0,0,0,0.1205,-0.2959,0,0,0.4177,-0.2279,0,0,0.609,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1996,0.2869,0,0,0,0,0,0.2147,0.4787,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1032,0,0,0,0,-0.4021,0,0.4452,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.4184,0,0,0,0,0,0,0,0.2604,0,0.4069,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.1562,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
