"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,-0.0209,0.1536,0.0359,-0.3162,0.0522,0.2641,0.1398,-0.1614,-0.0506,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.0209,1,0.3009,-0.1089,-0.0736,0.208,0.2843,0.5316,-0.3916,-0.1786,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.1536,0.3009,1,0.1431,0.1204,-0.262,0.0837,0.0305,0.1346,0.2384,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0359,-0.1089,0.1431,1,0.3454,-0.1473,-0.3428,-0.3114,0.1927,0.481,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.3162,-0.0736,0.1204,0.3454,1,-0.3778,-0.347,-0.3959,0.2294,0.2558,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.0522,0.208,-0.262,-0.1473,-0.3778,1,0.5776,0.606,-0.2858,-0.3005,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.2641,0.2843,0.0837,-0.3428,-0.347,0.5776,1,0.5825,-0.2513,-0.2959,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.1398,0.5316,0.0305,-0.3114,-0.3959,0.606,0.5825,1,-0.5112,-0.4241,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.1614,-0.3916,0.1346,0.1927,0.2294,-0.2858,-0.2513,-0.5112,1,0.5196,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.0506,-0.1786,0.2384,0.481,0.2558,-0.3005,-0.2959,-0.4241,0.5196,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.8736,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.9981,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.6928,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.6422,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5359,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5886,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7414,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7483
