"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.0676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.0129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.1671,0,0,0,0,0,0,0,0,0,0,-0.3683,0,0,-0.3273,0,0
"A_Rspct",0,0,0,-0.2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3038,0
"N_Depr",0,0,0,0,0.2532,0.2384,0,0,0,0,0,0,0,0,0.3724,0,0,0,0
"N_Anxty",0,0,0,0,0,0.0085,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.0754,0,0,0,0.2471,0,-0.3628,0.346,0,0,0,0,0
"C_Prdctv",-0.2621,0,0,0,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.0836,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
