"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.0869,0,0,0,0,0,0,0,0,0,0.3608,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.0675,0,0,0,0,0,0,0,0,0,0.3847,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.0534,0,0,0,0,0,0,0,0,0,0.4515,0,0,-0.3026,0,0,0
"A_Rspct",0,0,0,-0.0683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0.2781,0.1943,0,0,0,0,0,0,0,0,0,0.6299,0,0,0,0
"N_Anxty",0,0,0,0,0,-0.0431,0,0,0,0,0,0,-0.3467,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.0391,0,0,0,0,0,0,0.5249,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.0258,0,0,0.3206,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.2311,0,0,0,0,-0.4205,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
